"","x"
"1",53.0074544173531
"2",50.5906982043236
"3",50.5906982043236
"4",50.5906982043236
"5",50.5906982043236
"6",54.1654868662715
"7",57.3758842461475
"8",57.3758842461475
"9",53.2900212365141
"10",53.2900212365141
"11",54.5964487135205
"12",51.5760844255706
"13",51.5760844255706
"14",51.6263050197731
"15",54.6378360361047
"16",52.0278730195223
"17",53.4146268500568
"18",57.0923862022831
"19",55.7436713969272
"20",55.0236603141424
"21",53.171121914387
"22",53.9725344873448
"23",53.3090043175299
"24",53.5722862774596
"25",53.5897668520062
"26",53.5897668520062
"27",54.1841016419978
"28",53.5831707704949
"29",53.7812610292302
"30",54.1650407451506
"31",53.312549054616
"32",52.9184899775566
"33",53.982285030278
"34",51.7754421131954
"35",53.1046956741586
"36",54.6054482135442
"37",54.213501676512
"38",53.5675669840033
"39",53.4767244942531
"40",53.5096920416565
"41",52.803082456107
"42",53.9908781821408
"43",53.9908781821408
"44",56.8073202394694
"45",54.2163644953633
"46",54.6612182107584
"47",53.4937601532337
"48",54.7948287215403
"49",54.8602432403237
"50",53.0752430141142
"51",55.5947838039093
"52",55.685829807005
"53",55.1119818257766
"54",55.8856422248253
"55",56.2854150725967
"56",54.7677754341966
"57",56.4223422319635
"58",56.1993025357649
"59",56.8422196321734
"60",55.0096238165496
"61",56.6813321406049
"62",55.8817201331786
"63",55.8817201331786
"64",56.3176970417515
"65",57.4070717808805
"66",55.8738215354277
"67",58.367541490432
"68",57.4313010045312
"69",61.2763377352604
"70",58.5381870962793
"71",58.4029998008052
"72",58.6949243533823
"73",61.7462114619821
"74",60.8444181011508
"75",59.0458497927948
"76",61.6532464702208
"77",61.8253508246451
"78",58.8255722638348
"79",58.2066580874852
"80",62.913485130087
"81",59.3255060435767
"82",57.4370771575533
"83",64.3940800087476
"84",58.1303967100349
"85",56.9693245009008
"86",59.2975711746558
"87",57.8912593766957
"88",58.2002370123179
"89",64.57052069345
"90",64.57052069345
"91",60.4912587496603
"92",59.4531961790591
"93",59.5483581587135
"94",59.5483581587135
"95",54.5763620040883
"96",57.8304802072649
"97",57.8304802072649
"98",61.7303864948993
"99",60.4547627066645
"100",58.1011510588813
"101",59.369626560288
"102",58.9693371610526
"103",57.9318791127487
"104",58.9798772480474
"105",66.3266157609284
"106",65.6429099415988
"107",63.9117365069785
"108",63.9117365069785
"109",61.5109551146457
"110",59.5047564531025
"111",59.5047564531025
"112",59.5047564531025
"113",59.5047564531025
"114",59.5047564531025
"115",59.5047564531025
"116",59.5047564531025
"117",59.5047564531025
"118",59.5047564531025
"119",59.5047564531025
"120",59.5047564531025
"121",59.5047564531025
"122",59.5047564531025
"123",59.5047564531025
"124",59.5047564531025
"125",59.5047564531025
