"","x"
"1",56.0090466221628
"2",53.4775212613712
"3",53.4775212613712
"4",53.4775212613712
"5",53.4775212613712
"6",53.4775212613712
"7",59.5196934865436
"8",60.0928556423715
"9",57.979307840357
"10",58.3711226101724
"11",58.0706129627592
"12",56.8297770672873
"13",57.2173329738239
"14",57.8020759292589
"15",57.8409718962864
"16",57.9271318755649
"17",56.473941449008
"18",56.8943073172174
"19",57.1743592693489
"20",56.9706744740395
"21",56.9706744740395
"22",57.8542370367117
"23",57.6944573257693
"24",66.1609269951583
"25",65.2668651173617
"26",65.2668651173617
"27",62.7846939378414
"28",62.1088265277967
"29",61.6234039650147
"30",61.6234039650147
"31",61.6234039650147
"32",61.6234039650147
"33",61.6234039650147
"34",61.6234039650147
"35",61.6234039650147
"36",61.6234039650147
"37",57.7224459552298
"38",58.4969958731657
"39",58.729626924591
"40",55.7561071769063
"41",56.908510007361
"42",58.8619577439664
"43",57.6371079705319
"44",57.6988713876326
"45",58.0092512852249
"46",56.9993542269724
"47",60.6255251885188
"48",62.6820490640844
"49",58.2360650001783
"50",56.42973149292
"51",61.4153420716969
"52",65.1242789479334
"53",58.8924725601088
"54",61.6870695576567
"55",61.6870695576567
"56",59.1501307853559
"57",62.3505967428179
"58",65.59066342584
"59",59.6799057881971
"60",64.5617026970188
"61",59.5036076034381
"62",58.7942699329411
"63",58.5153070775686
"64",60.4330626795697
"65",63.5683604047936
"66",59.3528379293013
"67",59.2123994807172
"68",54.9337322928003
"69",56.5682387813964
"70",58.8119566913653
"71",56.3319065970992
"72",60.9749430786235
"73",60.4228446734693
"74",60.953177954064
"75",60.953177954064
"76",62.7504721115293
"77",63.8304652756485
"78",63.8304652756485
"79",63.8304652756485
"80",63.8304652756485
"81",63.8304652756485
"82",59.9597243224906
"83",61.3202899430682
"84",59.5993965785098
"85",63.8763458725288
"86",59.2860193845976
"87",59.2815038589842
"88",61.7733611184334
"89",61.1491897464671
"90",55.7457075512844
"91",57.4205255910639
"92",60.2228678037445
"93",58.6655306204908
"94",58.1056473061322
"95",64.3769843884289
"96",64.3769843884289
"97",57.4261984582022
"98",60.3461439507405
"99",61.296912592548
"100",58.8203757467281
"101",66.3111372080819
"102",63.2169666108453
"103",62.6765964443587
"104",62.6765964443587
"105",63.4808063683257
"106",61.4544371747931
"107",61.4544371747931
"108",59.8678401158016
"109",60.6118185040284
"110",59.4969338532902
"111",56.9462028674468
"112",56.9462028674468
"113",58.7217716002426
"114",58.6309588855299
"115",56.2805371433973
"116",62.5947775578064
"117",62.5947775578064
"118",59.6940270031169
"119",59.6940270031169
"120",59.2150098495676
"121",57.3043566632669
"122",55.05173264675
"123",56.5537597517142
"124",59.0988831376939
"125",59.7268582624465
"126",58.12831159613
"127",56.3595723351738
"128",57.2134772336252
"129",55.5355046449536
"130",56.8599563773431
"131",57.4546794459058
"132",58.9881782117553
"133",56.3942662313122
"134",57.6210454184439
"135",61.7605302321779
"136",62.6190358383164
"137",56.7184693745195
"138",55.6689749291958
"139",54.7358771325989
"140",55.1600216241587
"141",54.3819710193446
"142",53.6536319578883
"143",56.3325862908615
"144",56.6970232416698
"145",54.9856655233815
"146",54.5141349861771
"147",60.827786830803
"148",56.8884874500132
"149",57.144524146036
"150",59.6725713060016
"151",57.8854835494877
"152",59.7167493955211
"153",56.3031804451047
"154",56.2940856462817
"155",60.2212189635238
"156",55.4810725353541
"157",55.7514274612583
"158",54.8219748217775
"159",57.2781513447774
"160",56.2850473824486
"161",55.4531394199138
"162",55.4531394199138
"163",56.7589472880416
"164",60.605780282724
"165",55.3139984264777
"166",53.0448572622305
"167",55.2601450967671
"168",56.1835600069077
"169",56.7102232886313
