"","x"
"1",53.0413870876532
"2",53.0413870876532
"3",53.0413870876532
"4",53.0413870876532
"5",53.0413870876532
"6",53.0413870876532
"7",50.8971698579054
"8",50.8971698579054
"9",51.8556586048436
"10",51.8556586048436
"11",51.8556586048436
"12",51.8556586048436
"13",52.7898218776462
"14",52.7898218776462
"15",52.7898218776462
"16",52.7898218776462
"17",52.7898218776462
"18",52.7898218776462
"19",52.7898218776462
"20",52.7898218776462
"21",52.7898218776462
"22",54.2819306146165
"23",54.2819306146165
"24",54.2819306146165
"25",54.2819306146165
"26",51.1341460567236
"27",51.1341460567236
"28",51.1341460567236
"29",51.1341460567236
"30",51.1341460567236
"31",51.1341460567236
"32",51.3526135083676
"33",50.8602750687589
"34",50.8602750687589
"35",51.8468221196672
"36",51.8468221196672
"37",51.8468221196672
"38",55.4511895194244
"39",53.8216928230595
"40",53.8216928230595
"41",54.7685976472112
"42",54.7685976472112
"43",52.1506259606243
"44",54.5540471954228
"45",54.5540471954228
"46",54.5540471954228
"47",54.5540471954228
"48",54.5540471954228
"49",56.0766821143008
"50",56.0766821143008
"51",54.2363196130852
"52",51.3495100968445
"53",51.3495100968445
"54",51.3495100968445
"55",51.3495100968445
"56",51.3495100968445
"57",51.3495100968445
"58",51.3495100968445
"59",51.3495100968445
"60",51.3495100968445
"61",51.3495100968445
"62",53.4887367750705
"63",53.4887367750705
"64",55.6571722497684
"65",51.1002247995033
"66",51.1002247995033
"67",53.9551162378635
"68",53.9551162378635
"69",53.9551162378635
"70",53.9551162378635
"71",55.1039769934667
"72",52.3459463249698
"73",55.6267896455611
"74",55.6267896455611
"75",52.0355677854484
"76",53.9632728546971
"77",53.8304877945689
"78",55.5396506367438
"79",56.5851772430121
"80",55.9196894660579
"81",56.5721856989171
"82",53.7458236203172
"83",56.7620325568111
"84",55.3629498440395
"85",55.2976454771639
"86",56.7941074051191
"87",55.1525244924623
"88",59.5659725946792
"89",57.3267292298743
"90",56.1895067056478
"91",55.8227031134918
"92",54.804975221747
"93",53.6916141449564
"94",54.94532502336
"95",60.2301579107346
"96",57.6820658825151
"97",56.4881570221037
"98",58.4663039469222
"99",55.5778961840528
"100",54.0570731286124
"101",59.7334412866571
"102",54.2079890043634
"103",57.5752548951378
"104",54.2647367955944
"105",57.5558337511778
"106",54.4154092919446
"107",59.2818272098359
"108",56.8478264724025
"109",54.768059442853
"110",55.351733136181
"111",55.1900715890637
"112",54.7808077714595
"113",54.2557116873623
"114",57.8060314523666
"115",53.9736998676858
"116",54.2906960190171
"117",54.1285320228891
"118",53.5513616155165
"119",54.7101886374981
"120",54.2749449669486
"121",54.6726348082349
"122",52.6085637778885
"123",52.6085637778885
"124",58.2214273276974
"125",55.4703665564343
"126",55.9479927282964
"127",53.5537604133559
"128",54.7799104948693
"129",59.3328336418489
"130",53.0755439812411
"131",54.5941341876869
"132",54.9710557614465
"133",54.4022057831107
