"","x"
"1",58.6127639637166
"2",58.6127639637166
"3",58.5921538892572
"4",57.3380989013151
"5",54.1822652424801
"6",56.6088550889207
"7",56.0888036911377
"8",57.2292533808857
"9",55.2882218967735
"10",53.9160118471943
"11",55.3573611861684
"12",54.0195852190917
"13",58.158334691644
"14",54.3774546104281
"15",55.7766044239486
"16",54.4100356662304
"17",58.3272921596755
"18",55.7888791283384
"19",55.8770821702434
"20",56.5744363607823
"21",58.6706873435304
"22",55.4298762861367
"23",55.4298762861367
"24",55.3699297898521
"25",53.6711628888863
"26",54.2210173549961
"27",54.2036844030919
"28",54.2036844030919
"29",54.5338001319794
"30",54.5338001319794
"31",54.5338001319794
"32",57.6007750654879
"33",53.4586593112901
"34",54.9312078128338
"35",57.3551010116742
"36",53.8061726182708
"37",55.9379361216992
"38",54.619337730264
"39",55.3087324044917
"40",54.2973284684121
"41",54.9064792123583
"42",54.5337546038863
"43",52.3431611054381
"44",52.4547226596861
"45",55.5756071850782
"46",55.5756071850782
"47",52.4591903159103
"48",55.6771826380609
"49",55.6771826380609
"50",54.6997916734604
"51",52.8132588936075
"52",52.8132588936075
"53",53.2867439733081
"54",53.2867439733081
"55",53.2867439733081
"56",53.399704084415
"57",53.399704084415
"58",53.399704084415
"59",57.0209456544027
"60",57.310763101461
"61",56.5408369892489
"62",55.7734520629408
"63",54.456977458251
"64",55.3875847851788
"65",57.588877917814
"66",54.2040390248049
"67",56.0852509203862
"68",53.7674209150993
"69",54.7717303958514
"70",53.2898968089462
"71",54.9556649003505
"72",54.5750227883093
"73",53.6677672785167
"74",53.1613467938194
"75",54.179454300628
"76",54.179454300628
"77",52.7764106353587
"78",55.4940743188363
"79",56.1901358191848
"80",54.7107624799275
"81",61.0799963102742
"82",59.1177279174083
"83",55.1277138760275
"84",58.9984242755402
"85",56.6870740595778
"86",58.5867112643584
"87",55.6405665164582
"88",57.4526248976749
"89",55.7345788597264
"90",57.4296096225011
"91",60.9920435034851
"92",59.6436829670814
"93",59.6436829670814
"94",59.6436829670814
"95",59.6436829670814
"96",60.1696078509818
"97",59.0282202280177
"98",57.2388941265854
"99",58.665095207506
"100",57.2042779240711
"101",57.7244956822557
"102",57.7506228410501
"103",57.8962817243107
"104",57.8748550482831
"105",58.5254857569229
"106",56.8834019760033
"107",57.2333764715521
"108",55.9099563492558
"109",55.9099563492558
"110",55.9099563492558
"111",55.9099563492558
"112",55.9099563492558
"113",55.9099563492558
"114",55.9099563492558
"115",55.3255216266934
"116",55.3255216266934
"117",55.3255216266934
"118",55.3255216266934
"119",55.3255216266934
"120",55.3255216266934
"121",56.686917077189
"122",56.686917077189
"123",53.4889190040793
"124",53.4889190040793
"125",55.3293657712286
"126",55.3293657712286
"127",55.3293657712286
"128",53.561768892794
"129",53.561768892794
"130",53.0811518030047
"131",53.0884867884136
"132",55.0496019456917
"133",54.2991177933617
"134",58.496765066952
"135",55.8697864684779
"136",57.0664690355586
"137",54.1853300970786
"138",57.0969698053365
"139",55.7778027390313
"140",55.7778027390313
"141",54.4296793277173
"142",54.4296793277173
"143",54.4296793277173
"144",53.7604571018024
"145",55.7235944987349
"146",56.033226818509
"147",56.9272653800869
"148",56.9272653800869
"149",57.0260087812551
"150",57.0260087812551
"151",55.2645396756465
"152",54.9692986113559
"153",57.6966795365267
"154",56.8066282097781
"155",54.7632277101356
"156",54.730556866077
"157",54.730556866077
"158",54.730556866077
"159",54.4488304698936
"160",52.8107360968377
"161",52.8107360968377
"162",54.782713829736
"163",54.7688905661489
"164",56.2366727372687
"165",56.2366727372687
"166",56.9129208529684
"167",56.9129208529684
"168",55.2326685586781
"169",55.2326685586781
"170",54.6461351646001
"171",55.7109340001967
"172",56.0110976117311
"173",53.4181173617514
"174",56.9510567955312
"175",52.849750046066
"176",53.1452858716524
"177",57.0826166182986
"178",53.8231558807779
"179",54.2724737830719
"180",54.2724737830719
"181",57.7091903323424
"182",54.3432039828148
"183",54.3432039828148
"184",52.9328610064779
"185",52.9328610064779
"186",52.9328610064779
"187",52.6958934523765
"188",52.6958934523765
"189",52.6958934523765
"190",52.6958934523765
"191",52.6958934523765
"192",52.0954442677818
"193",51.2781490408698
"194",52.2598732470526
"195",52.2314061459112
"196",53.4845058236433
"197",53.4845058236433
"198",57.7741709753259
"199",57.7741709753259
"200",56.4451989439467
"201",56.4451989439467
"202",53.9691543669579
"203",53.0751791186689
"204",53.1328931861803
"205",57.0199990893423
