"","x"
"1",63.3048420773037
"2",63.3048420773037
"3",63.3048420773037
"4",63.3048420773037
"5",58.1919410591086
"6",54.9164885058586
"7",56.9149625646486
"8",56.1616366788658
"9",55.4510898145683
"10",54.6995360889441
"11",57.3054831132304
"12",57.5581795319141
"13",55.4246190118724
"14",54.9440868473558
"15",58.7497306256021
"16",56.5898210709763
"17",57.5156241579476
"18",61.2843069911636
"19",56.8956241308366
"20",57.8930239867955
"21",56.9188791254999
"22",57.4244227928267
"23",59.8720016384979
"24",58.0658936073576
"25",57.6560081455528
"26",59.8746703854388
"27",62.7475463117517
"28",55.7707259774388
"29",58.7267659255946
"30",56.3898467677296
"31",56.1762716085979
"32",55.3426369552957
"33",56.2870961012499
"34",56.6795368640188
"35",57.7442277397314
"36",59.2940835670315
"37",56.6216610470168
"38",56.7058011714253
"39",56.2589288888134
"40",58.5667177384086
"41",62.9189605746979
"42",60.0221368586504
"43",60.2314650187971
"44",57.0218448506998
"45",57.0218448506998
"46",58.0395766414982
"47",58.3796427629516
"48",58.3796427629516
"49",58.3796427629516
"50",58.3796427629516
"51",60.1894891592114
"52",60.1507665821952
"53",58.4755993341639
"54",63.6022768394459
"55",57.6199816216947
"56",57.8488720413581
"57",58.5082817804759
"58",57.3432053085531
"59",64.1396422600782
"60",60.3812319755694
"61",57.7426449255384
"62",57.6865252327647
"63",57.6865252327647
"64",55.8731659161514
"65",58.5917483709507
"66",54.8924472008707
"67",55.9465183730928
"68",55.014966143397
"69",59.3220462315006
"70",56.7170972178718
"71",57.5354970586749
"72",55.7474064111697
"73",56.3866909062706
"74",58.4506636030308
"75",55.4788861488769
"76",61.4813077473484
"77",58.0262192602054
"78",57.598391016858
"79",58.9524870984234
"80",55.4452712317999
"81",65.6366715850167
"82",61.0797526706494
"83",57.2279012643194
"84",57.8714644086176
"85",57.9792137838113
"86",56.835746414459
"87",57.3270372301468
"88",57.8788036890649
"89",63.7173521004813
"90",57.9158171248553
"91",56.5750069933683
"92",60.4734608877957
"93",60.4734608877957
"94",58.2268257451253
"95",58.2268257451253
"96",63.508396365527
"97",61.3727582248681
"98",59.7033767865819
"99",62.4801152378906
"100",61.0885638256587
"101",58.3487495977418
"102",63.8478781956872
"103",61.1912116980991
"104",60.1919781101943
"105",64.7568608495086
"106",64.7568608495086
"107",66.090231157456
"108",61.4235257179469
"109",61.4235257179469
"110",61.4235257179469
"111",58.3054868468748
"112",62.3594661045246
"113",58.2464797669662
"114",58.0336660428864
"115",58.3876954848305
"116",58.2159992402665
"117",61.0679858777424
"118",58.3607637499014
"119",57.0536543062647
"120",58.5614330583889
"121",59.388164500046
"122",59.017710903445
"123",60.1208458491016
"124",57.8174451665728
"125",58.3649932006334
"126",59.873931323425
"127",58.1723670363657
"128",59.2196595850309
"129",59.3062448916001
"130",60.2658921613464
"131",63.4371696157624
"132",61.7552965369772
"133",61.7552965369772
"134",61.7552965369772
"135",57.6064572272615
"136",61.6321859763122
"137",61.6321859763122
"138",61.6321859763122
"139",56.38351221491
"140",61.2575029167999
"141",56.3327185195159
"142",54.1862367714883
"143",55.6927559657565
"144",55.5547238838901
"145",54.1172871477445
"146",56.299765298219
"147",51.7369562446729
"148",51.7369562446729
"149",51.7369562446729
"150",51.7369562446729
"151",51.7369562446729
"152",51.7369562446729
"153",58.7472213223623
"154",58.7472213223623
"155",58.7472213223623
