"","x"
"1",52.3997603849
"2",52.3997603849
"3",56.7222852054693
"4",53.2900212365141
"5",54.3854272528592
"6",51.6263050197731
"7",53.3246421135542
"8",56.5296717971218
"9",54.4195626605159
"10",53.3607783591058
"11",54.1312130288083
"12",54.0433264002727
"13",53.2381896807165
"14",53.598505649484
"15",54.3917079618171
"16",53.4674640944636
"17",53.2571193221701
"18",55.4600877308133
"19",54.238980892001
"20",54.6908264028446
"21",55.3986540982747
"22",55.39988237721
"23",56.047992286404
"24",56.599427778337
"25",56.0307330264454
"26",56.3176970417515
"27",57.8835667979779
"28",59.9410704825032
"29",58.9353433691484
"30",61.5254987816389
"31",61.3282672562684
"32",61.4591202456914
"33",59.0870297144587
"34",63.5202501611227
"35",59.0241920731627
"36",63.5925401682694
"37",60.0307098392493
"38",59.5483581587135
"39",57.6827447153983
"40",60.7302779513158
"41",58.8706760764893
"42",58.9051947645293
"43",65.7213652793498
"44",61.5109551146457
"45",59.5047564531025
"46",59.5047564531025
"47",59.5047564531025
"48",59.5047564531025
"49",59.5047564531025
"50",59.5047564531025
"51",59.5047564531025
"52",59.723816710044
"53",57.4309476781355
"54",61.6874540533537
"55",58.1179847920003
"56",61.9556846345386
"57",66.2434111678819
"58",60.8251082231533
"59",59.9036277717708
"60",59.118877988129
"61",59.1752594902146
"62",58.2940150605601
"63",59.8138000376752
"64",59.8138000376752
"65",59.8138000376752
"66",59.8138000376752
"67",59.8138000376752
"68",59.8138000376752
"69",59.8138000376752
"70",59.8138000376752
"71",59.3762976099672
"72",59.1647542926611
"73",58.2731185757445
"74",59.8147185895437
"75",64.8234142206749
"76",63.7987210787706
"77",61.1853853401703
"78",58.3771318567375
"79",58.3771318567375
"80",58.3771318567375
"81",54.927660997566
"82",57.4304440584153
"83",57.4304440584153
"84",67.4465761465941
"85",63.6703756055638
"86",60.8790986675988
"87",60.451588384652
"88",59.9830694984529
"89",58.9945502035187
"90",58.9945502035187
"91",60.1823469081921
"92",56.6766434085335
"93",57.5964150925588
"94",58.0451589594934
"95",61.3171995850865
"96",54.9950737735877
"97",53.2461272995047
"98",54.5028367027401
"99",57.488428630275
"100",55.8722545352003
"101",53.7363293479468
"102",53.678910069232
"103",53.7610639633181
"104",55.5962611464158
"105",55.8795216058924
"106",56.6220701618587
"107",55.9358052074075
"108",53.8739975398014
"109",59.6010486764983
"110",54.6072745444848
"111",61.1119266015085
"112",59.8956330750142
"113",57.0215006248616
"114",54.7166863619894
"115",53.8240326347132
"116",55.8385887830677
"117",55.8385887830677
"118",55.8385887830677
"119",53.3396904523817
"120",53.3396904523817
"121",53.3396904523817
