"","totalEnergy","peakFlux","duration"
"1",52.3997603849,-14.8731107389848,4.73619843962257
"2",52.3997603849,-14.8731107389848,4.73619843962257
"3",56.7222852054693,-11.6073381084308,6.80903930604298
"4",53.2900212365141,-14.9538239929752,5.51611331153565
"5",54.3854272528592,-13.9105232090347,5.96100533962327
"6",51.6263050197731,-15.6636277663637,4.77068463294024
"7",53.3246421135542,-15.1622997189286,5.69805179372116
"8",56.5296717971218,-12.1082294188723,6.16120731114655
"9",54.4195626605159,-13.9126601471596,5.87010369494242
"10",53.3607783591058,-14.5711724057982,5.77099598691093
"11",54.1312130288083,-13.7612848584253,5.64494197564337
"12",54.0433264002727,-14.369879666326,5.95509690664081
"13",53.2381896807165,-14.5323776627793,5.38632824249712
"14",53.598505649484,-14.7648383884588,5.77398673332945
"15",54.3917079618171,-13.8711949285048,5.38449506370652
"16",53.4674640944636,-13.8697723557559,5.46665268347993
"17",53.2571193221701,-15.0072888221866,5.78320960890329
"18",55.4600877308133,-13.2024668771757,6.04405699770154
"19",54.238980892001,-14.5392668799289,5.95842469948973
"20",54.6908264028446,-14.3842810072318,6.27771702406776
"21",55.3986540982747,-13.3409217652589,6.27381995569777
"22",55.39988237721,-13.2911963058698,6.23720793033943
"23",56.047992286404,-12.9465833643744,6.5472635365167
"24",56.599427778337,-11.7348077681287,6.02893547634833
"25",56.0307330264454,-12.344130943432,5.76675726247174
"26",56.3176970417515,-11.4671081462827,5.59842195899838
"27",57.8835667979779,-10.4369523596222,6.55108033682912
"28",59.9410704825032,-8.87699423885025,6.4449258534844
"29",58.9353433691484,-9.75705104485814,6.5838701578664
"30",61.5254987816389,-7.5862603523051,6.73181332915222
"31",61.3282672562684,-7.55644932989972,6.74993119378857
"32",61.4591202456914,-8.2054976649582,6.82678621524365
"33",59.0870297144587,-9.16154707685927,6.13122648948314
"34",63.5202501611227,-5.37410393421961,6.0330862217988
"35",59.0241920731627,-9.82551458177459,6.24166725015133
"36",63.5925401682694,-5.92619400771116,6.36043854641766
