"","x"
"1",53.0413870876532
"2",0
"3",50.8971698579054
"4",51.8556586048436
"5",52.7898218776462
"6",0
"7",0
"8",0
"9",54.2819306146165
"10",0
"11",51.1341460567236
"12",0
"13",51.1364427642233
"14",51.8468221196672
"15",55.4511895194244
"16",53.8216928230595
"17",54.3989583999672
"18",54.5540471954228
"19",0
"20",56.0766821143008
"21",53.8583499230002
"22",0
"23",0
"24",0
"25",53.4887367750705
"26",54.9744644326353
"27",53.9551162378635
"28",0
"29",55.0170317239093
"30",52.0355677854484
"31",54.9859112792218
"32",56.0068485115399
"33",56.2714599085874
"34",55.2381753525329
"35",58.2018493893847
"36",57.0988401410923
"37",55.1491022105704
"38",58.6407887824246
"39",56.9932442286659
"40",56.8748762853248
"41",58.2534659492842
"42",57.1177548982755
"43",58.3873856783739
"44",56.0911705918053
"45",54.8350621442296
"46",55.797852186375
"47",53.9540300599368
"48",54.1777872388611
"49",54.426394108257
"50",56.8394757926756
"51",55.2628569931823
"52",58.9283262914182
"53",54.7877138688614
"54",55.5017269522434
"55",55.6411911137273
"56",57.6936555656425
"57",58.0889870875754
"58",58.6764906326456
"59",57.8204223152202
"60",0
"61",0
"62",0
"63",0
"64",0
"65",55.5336810717604
"66",60.496770980519
"67",56.8149384349649
"68",58.6110133825222
"69",59.1662516208505
"70",59.9445810609158
"71",57.5806650660061
"72",57.991482559207
"73",60.565642823685
"74",55.6668636495077
"75",57.0457470969006
"76",59.1748053073944
"77",58.2492506216134
"78",56.1169472861126
"79",57.9901567073138
"80",59.7121367056908
"81",63.2356270772455
"82",55.340881100253
"83",61.018920725464
"84",57.4973141021681
"85",60.4016815191542
"86",57.7817532143025
"87",63.4469807174128
"88",59.1657797749441
"89",61.1761737110842
"90",60.667945729611
"91",61.799822338257
"92",58.4126615569073
"93",59.3010523569584
"94",60.078413177073
"95",61.5201870985444
"96",0
"97",63.9095599995542
"98",62.028677775814
"99",59.6469617032412
"100",58.9987781286439
"101",60.8617879439373
"102",58.1219467238168
"103",57.4559733583999
"104",61.3597636208275
"105",60.9501351611067
"106",60.7563371672199
"107",61.2228833054121
"108",61.3077683308519
"109",58.1931670218957
"110",56.8326746860277
"111",61.3014248099607
"112",58.0612240462168
"113",60.6923474090698
"114",62.2840076825229
"115",59.1314394457203
"116",59.3265355975946
"117",61.6801695702381
"118",0
"119",61.7218429406341
"120",62.4554147934088
"121",61.4478424493258
"122",58.2365087630339
"123",58.140310425133
"124",58.5940418460426
"125",60.0273160033467
"126",-Inf
