"","totalEnergy","peakFlux","duration"
"1",58.6127639637166,-10.6493477506032,7.01571242048723
"2",58.3200587626039,-10.850870446464,6.73498793499299
"3",55.8284572688501,-12.7043254482477,5.78074351965035
"4",56.0475013324488,-13.0414759501234,6.40829341386646
"5",55.1113175167052,-13.6541853822071,6.13370788033453
"6",56.633036196358,-12.2664748834008,5.99744661878553
"7",55.0394766235017,-13.0460332417287,5.58649930654522
"8",57.0088942211076,-11.2969151429908,6.06657202423301
"9",57.6899501150903,-10.2176456944725,6.44677746094371
"10",55.5730330412483,-12.7421806570531,6.06657201495657
"11",53.931186021328,-14.0220712554825,5.42053501033423
"12",54.3739483830004,-13.6917679858964,5.57897482255228
"13",58.6331548032931,-9.93972494741203,6.7093043402583
"14",54.9320821776721,-13.9021279987388,6.0794754244307
"15",56.6845561946658,-12.2667000177254,6.15079658567724
"16",55.1505345325261,-13.1802887411575,5.95641290904906
"17",54.4392423968548,-13.6128140894031,5.96899170091501
"18",52.3817478230836,-15.6324494057841,5.17048399125027
"19",54.9258218171761,-14.1051609195602,6.31716468674728
"20",55.6771826380609,-12.2098544692861,5.82894561761021
"21",54.2852433478524,-13.8586225558753,5.51985963649527
"22",53.2867439733081,-14.7420195017352,5.41758077258195
"23",53.399704084415,-14.6147630425792,5.37527840768417
"24",57.0209456544027,-12.6362858716191,6.65415252018322
"25",56.6727901252826,-11.5021360426884,6.22098770538623
"26",55.2632567132426,-13.0663295985765,5.96529167280396
"27",56.8959116146503,-12.0486710944868,6.79167080175828
"28",54.4338363329042,-13.4449892907334,5.46043621772515
"29",54.3955426352358,-13.5336029439865,5.79571996998189
"30",53.4014433101891,-15.0356161269204,5.82726353142722
"31",53.9705364408905,-14.4361169569867,5.62221081960615
"32",55.9662644837797,-13.1826735365443,6.38755249676829
"33",59.8235572655125,-9.57275295254469,6.86359438319637
"34",58.0494570093692,-10.3396934325841,6.4449258514987
"35",58.0167876111614,-11.3456413702358,6.65672652417839
"36",56.8138821013579,-12.3758985509092,6.43543786566803
"37",59.9486193296459,-9.90928725501062,6.96476553369892
"38",59.6436829670814,-9.14218437056733,5.99146454710798
"39",60.1696078509818,-8.98193526694446,6.35262939631957
"40",58.2723373593231,-10.3837733056634,5.63954020474301
"41",57.7533536954839,-10.98774467803,5.83025194699685
"42",57.7611137347513,-11.7767716901242,6.56807791141198
"43",57.5921705554446,-12.5170184919819,7.05617528410041
"44",56.90398435859,-12.7541896634495,6.62096169615097
"45",56.90398435859,-12.7541896634495,6.62096169615097
"46",56.90398435859,-12.7541896634495,6.62096169615097
"47",55.3255216266934,-13.6794563590433,6.04025471127741
"48",55.3255216266934,-13.6794563590433,6.04025471127741
"49",56.686917077189,-11.7320181073066,6.29156913955832
"50",53.4889190040793,-14.4937769290166,5.23644196282995
"51",55.3293657712286,-13.2528430768989,5.75574221358691
"52",53.561768892794,-14.175947894644,5.12396398337151
"53",53.0866580798309,-14.787069592535,5.27299955856375
"54",57.1705282214183,-11.8372864250858,6.4281052726846
"55",56.6561167342853,-11.7560094661577,6.13815892409989
"56",56.1986716140081,-12.5416121602717,6.3750248198281
"57",54.4296793277173,-13.644000742139,5.54517744447956
"58",53.7604571018024,-14.9969652096863,5.91889385427315
"59",57.0388645282457,-10.2213941768449,6.09882306542848
"60",56.2061853412787,-12.5182416962721,6.64552433462713
"61",55.2249744661151,-13.287194255829,6.46976697916841
"62",56.7498344138756,-11.7600498028393,6.29452772529083
"63",54.75245559301,-13.7536474907889,5.98812565002307
"64",54.4488304698936,-13.458036182656,6.04025471127741
